L=64, N=4096, boundary=OBC, seed=24
Training 69 temperatures: [0.1, 0.1109, 0.1217, 0.1325, 0.1432, 0.1538, 0.1643, 0.1747, 0.185, 0.1952, 0.2053, 0.2153, 0.2252, 0.235, 0.2447, 0.2543, 0.2638, 0.2732, 0.2824, 0.2915, 0.3005, 0.3094, 0.3181, 0.3267, 0.3352, 0.3435, 0.3517, 0.3597, 0.3676, 0.3753, 0.3828, 0.3902, 0.3974, 0.4044, 0.4112, 0.4178, 0.4242, 0.4303, 0.4362, 0.4419, 0.4474, 0.4529, 0.4586, 0.4646, 0.4711, 0.478, 0.4854, 0.4933, 0.5018, 0.5108, 0.5204, 0.5307, 0.5417, 0.5535, 0.5661, 0.5797, 0.5944, 0.6103, 0.6276, 0.6466, 0.6675, 0.6907, 0.7167, 0.7462, 0.7801, 0.8199, 0.8677, 0.9274, 1.0]
total_batch_size=2000  →  samples_per_temp=28
Annealing strategy: THREE-PHASE CRITICAL over 15000 steps
  Phase 1 (0-20%):  factor 0.00 -> 0.35 [fast warmup]
  Phase 2 (20-70%): factor 0.35 -> 0.55 [critical wandering β_c≈0.44]
  Phase 3 (70-100%):factor 0.55 -> 1.00 [low-T hardening]
Z2 symmetry: ENABLED (LogProbWrapper)
Hamiltonian: IsingHamiltonian(L=64, n=4096, boundary=OBC)

Model: patched AR, patch_size=2, Z2-symmetric
Parameters: 2,533,456

Optimizer: muon, lr=0.001
Scheduler: warmup(2000) + cosine(eta_min=1e-05)

Starting training...
----------------------------------------------------------------------
Step 16100/20000: annealing=1.0000 [done], lr=1.20e-04, time=58159.1s
Step 16200/20000: annealing=1.0000 [done], lr=1.15e-04, time=58519.0s
Step 16300/20000: annealing=1.0000 [done], lr=1.10e-04, time=58879.0s
Step 16400/20000: annealing=1.0000 [done], lr=1.05e-04, time=59239.0s
Step 16500/20000: annealing=1.0000 [done], lr=9.95e-05, time=59599.1s
Step 16600/20000: annealing=1.0000 [done], lr=9.46e-05, time=59959.2s
Step 16700/20000: annealing=1.0000 [done], lr=8.99e-05, time=60319.2s
Step 16800/20000: annealing=1.0000 [done], lr=8.52e-05, time=60679.2s
Step 16900/20000: annealing=1.0000 [done], lr=8.07e-05, time=61039.4s
Step 17000/20000: annealing=1.0000 [done], lr=7.63e-05, time=61399.6s
Step 17100/20000: annealing=1.0000 [done], lr=7.21e-05, time=61759.8s
Step 17200/20000: annealing=1.0000 [done], lr=6.79e-05, time=62120.0s
Step 17300/20000: annealing=1.0000 [done], lr=6.40e-05, time=62480.2s
Step 17400/20000: annealing=1.0000 [done], lr=6.01e-05, time=62840.4s
Step 17500/20000: annealing=1.0000 [done], lr=5.64e-05, time=63200.6s
Step 17600/20000: annealing=1.0000 [done], lr=5.28e-05, time=63560.6s
Step 17700/20000: annealing=1.0000 [done], lr=4.94e-05, time=63920.6s
Step 17800/20000: annealing=1.0000 [done], lr=4.60e-05, time=64280.6s
Step 17900/20000: annealing=1.0000 [done], lr=4.29e-05, time=64640.6s
